,Zip,Lat,Lng,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two_Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
6497,7649,40.95625,-74.03147,8134,0,19,55493.0,False,8.491828,13,0,0,False,True,True,True,True,False,False,False,False,True,True,False,63.66597,240.1149,5843.100552,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
6498,4952,44.40936,-69.14281,1886,1,28,33352.93,False,13.17714,11,0,1,False,True,False,True,True,False,False,True,False,False,False,True,68.61371,157.4836,5959.938845,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
6499,67137,37.63351,-96.22274,424,1,67,48134.77,False,10.84393,18,1,1,False,True,False,True,False,False,True,False,False,True,True,True,66.38881,230.1051,6008.707062,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6501,36035,31.79458,-86.12767,1468,1,34,31461.9,False,8.594848,10,1,0,False,True,False,True,True,False,True,False,False,True,False,True,65.62879,172.4404,6278.608691,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
6502,69356,41.89476,-103.4513,1902,0,86,23469.83,False,8.202418,12,1,0,False,False,True,True,False,True,False,True,True,False,True,False,68.55374,154.9919,6232.543979,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
6503,29123,33.76637,-81.25947,8525,2,19,15247.84,False,11.55554,6,0,0,False,True,False,True,False,False,False,False,False,False,True,True,54.68209,127.4421,5294.782338,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6504,30728,34.67872,-85.22466,20609,1,85,41944.34,False,9.228351,11,1,1,False,False,True,True,False,True,False,False,False,False,True,False,63.5876,129.9598,5770.223241,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False
6505,46259,39.65177,-85.98714,11364,2,31,29981.69,False,8.006529,13,2,0,False,False,True,True,False,False,True,False,False,True,False,True,67.43143,159.9349,5934.434665,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6506,39213,32.39247,-90.23373,20958,0,60,21430.34,False,11.65773,7,1,0,False,False,True,True,False,False,False,True,True,False,True,True,69.04134,152.4742,6282.538237,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
6507,32953,28.4483,-80.70512,24181,0,83,19662.72,False,6.933231,15,0,0,False,True,False,True,True,True,True,True,True,True,True,False,51.43223,290.1604,4889.524005,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
6508,26678,38.16849,-80.91073,1089,1,39,24901.05,True,12.38576,19,1,0,False,False,True,True,True,False,False,False,True,True,True,True,58.65834,232.624,5862.86904,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
6510,17983,40.64263,-76.54692,1482,3,85,35713.16,False,9.021117,19,0,0,True,False,False,True,False,True,False,True,False,True,True,True,54.61729,222.65,5066.033383,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
6511,63140,38.73846,-90.32306,276,8,28,41639.69,False,11.58496,9,0,0,False,True,True,True,True,True,False,False,False,False,False,True,52.55441,147.4783,4767.338494,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
6513,81324,37.6641,-109.0334,1289,0,85,61647.47,False,6.977319,10,0,0,True,False,True,True,False,True,True,False,False,False,False,True,54.26219,104.9923,4578.436559,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
6514,54473,44.65014,-89.35583,2674,2,65,47386.49,False,8.672044,7,1,2,False,True,True,True,False,False,True,False,False,False,False,True,39.65071,114.9509,3764.349824,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6515,61424,41.07675,-89.63499,135,2,30,61676.36,False,10.53794,12,2,0,True,False,False,True,True,True,False,False,False,False,False,True,57.48138,147.4783,5062.064883,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
6517,85348,33.70862,-113.7138,2295,0,62,60981.45,False,11.4928,11,1,0,False,False,False,False,True,True,False,False,False,True,True,True,64.02167,242.6326,5806.466997,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
6518,58496,47.14748,-99.32907,188,1,30,6961.83,False,9.120411,11,0,1,False,True,True,True,True,True,True,False,False,True,False,True,47.32828,194.9581,4453.928623,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
6519,4684,44.49337,-68.52794,1599,1,70,84595.21,True,5.881302,12,0,2,False,True,False,True,False,True,False,True,True,False,True,True,52.83052,154.9919,5109.745716,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
6520,89408,39.5641,-119.1716,19951,1,68,5960.43,False,8.696081,15,1,2,False,True,True,True,False,False,False,False,False,True,False,True,42.83737,137.4392,3673.166054,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
6521,67155,37.27844,-99.13193,174,5,40,38678.23,False,7.235001,11,1,1,False,False,False,True,False,True,True,False,False,False,False,True,42.82228,137.4686,3860.25038,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
6522,73010,35.10621,-97.67844,19735,0,77,33311.0,False,3.786724,4,2,0,False,False,False,True,False,False,True,False,True,True,False,False,64.99919,139.9678,5527.078856,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6523,73505,34.57886,-98.47856,48713,0,38,24491.2,False,10.48202,5,1,1,False,True,False,True,False,True,False,False,True,False,True,False,60.09896,162.4689,5280.797475,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6524,32246,30.294,-81.51797,51275,3,23,32499.82,False,10.37854,13,0,0,False,False,False,True,True,True,True,True,False,False,False,True,59.12578,162.497,5760.882737,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
6525,66850,38.40737,-96.72147,246,4,39,51434.21,False,14.96523,8,1,0,True,False,False,True,False,False,False,True,False,False,True,True,55.62195,127.4887,4957.154591,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
6526,70301,29.81411,-90.74082,45298,2,84,9970.03,False,9.405326,8,1,0,False,True,True,False,False,True,True,False,True,False,False,False,45.30473,149.9778,3913.652398,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
6527,76950,30.43734,-100.5604,3883,7,65,52509.41,False,13.40357,13,1,0,False,False,False,True,True,True,False,True,True,False,False,False,70.54775,140.0342,6261.334731,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
6529,63830,36.13005,-89.69069,6917,4,42,6790.51,False,11.00941,16,1,0,False,False,True,True,False,True,False,False,True,False,False,True,60.53871,127.482,5267.174112,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6530,22820,38.72812,-79.01629,219,2,46,54499.0,False,10.75966,11,0,1,False,True,False,True,True,False,False,True,False,True,False,False,58.12363,182.4676,5232.754859,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6532,61242,41.70363,-90.27858,1208,4,49,26489.38,False,10.25971,16,1,0,False,True,False,True,True,True,False,False,False,True,True,False,69.91537,222.6326,6915.693645,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
6533,2135,42.34981,-71.15386,44760,7,76,50514.83,False,16.0888,10,1,0,False,False,True,True,False,True,True,True,False,True,True,False,60.10344,225.1457,6175.687641,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
6534,63447,40.09495,-91.90277,1234,1,34,62567.3,False,9.811251,15,1,0,False,True,False,True,True,False,False,False,False,True,False,True,50.45458,149.9447,4894.222619,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
6535,70753,30.94498,-91.72703,1045,4,71,53953.4,True,14.53225,10,1,0,False,False,True,True,True,False,False,True,False,True,True,True,56.7448,232.6378,5727.284488,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6536,50106,41.88171,-92.8135,952,4,45,18556.55,False,11.22864,15,0,0,False,True,False,True,True,False,False,True,False,True,False,False,54.78319,149.9913,4976.840428,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
6537,63146,38.69841,-90.47331,30178,0,72,2047.66,False,8.519817,8,0,1,True,True,True,True,True,False,True,False,False,True,False,False,47.1164,192.4404,4192.87684,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
6538,42027,36.91632,-88.62852,1860,3,83,74459.99,False,7.029845,14,1,0,False,True,True,True,True,False,True,False,False,True,False,True,69.10177,192.4404,6003.545722,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6539,1035,42.35564,-72.56921,5310,6,61,22392.05,False,5.71511,5,1,0,False,True,False,True,False,False,False,True,False,False,False,False,62.09112,92.5018,5399.269987,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
6540,50681,42.7776,-92.00941,405,3,85,46584.48,True,9.753305,12,0,1,False,False,False,True,True,False,False,False,False,True,True,True,36.7649,240.1149,3514.848918,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
6541,51029,42.88057,-95.53787,268,5,75,16709.84,False,10.23096,14,1,0,False,True,False,True,True,False,True,False,False,True,False,False,66.77022,192.4404,5947.355869,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6542,80651,40.23686,-104.8156,4316,1,44,79331.78,False,2.865785,11,1,2,False,False,True,True,False,True,False,False,True,True,False,True,69.76806,132.466,6451.51695,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6543,85023,33.63154,-112.0947,34488,1,30,25035.79,False,13.77917,13,2,0,False,False,False,False,False,False,True,True,True,False,True,False,40.87895,174.9699,4194.277707,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
6544,99139,48.73459,-117.4067,1339,0,47,32022.13,False,9.664759,4,0,1,False,False,False,True,False,True,True,True,True,True,False,False,56.69865,187.4847,5105.658715,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
6545,23120,37.40972,-77.78499,10025,0,66,15801.36,False,9.285369,14,1,1,False,False,False,True,False,False,False,False,True,False,True,True,60.18695,139.9512,5534.496573,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
6546,61519,40.46009,-90.08897,230,7,23,44495.59,False,8.891296,13,3,0,False,False,False,True,False,True,True,True,False,True,True,False,61.44671,212.6695,6093.079399,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
6547,36301,31.14367,-85.40236,37527,1,63,23662.64,False,4.615568,9,0,0,False,True,True,True,True,False,True,True,True,False,False,False,48.57121,192.4885,4218.975069,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
6548,16156,41.09559,-80.21802,2889,6,62,50627.61,False,10.70655,11,0,1,True,False,False,True,True,True,True,True,False,True,True,False,47.23415,245.175,4841.832156,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6549,75856,31.18888,-95.25573,98,0,79,23799.35,False,10.36909,19,0,0,False,True,False,True,True,True,False,True,False,True,True,False,61.62569,222.6792,5639.554704,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False
6550,24216,36.9437,-82.79763,2668,1,87,2374.07,True,5.299433,7,2,0,False,True,False,True,False,False,True,False,True,True,True,True,52.55226,222.6143,5180.160828,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
6551,52159,43.07795,-91.35865,2252,2,53,34352.13,False,9.249944,9,1,2,True,True,False,True,True,True,False,False,False,False,False,False,56.04565,127.4783,5282.510146,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
6552,28428,34.03832,-77.90681,6533,0,32,59646.13,False,13.34933,14,0,1,False,False,True,True,True,False,False,False,True,False,True,False,42.43922,192.4567,3850.216289,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
6553,33715,27.66134,-82.72377,7488,1,58,8137.98,False,13.56414,15,1,1,False,False,False,True,True,True,False,True,False,False,True,True,50.02343,174.9882,4904.424094,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
6554,14063,42.414,-79.32601,14676,2,36,11450.5,False,15.35378,9,1,0,False,False,False,True,True,False,False,False,False,True,False,False,52.5986,149.9447,5141.180261,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
6555,36351,31.41551,-85.91877,3410,2,64,99108.6,False,10.59251,17,0,0,False,False,False,True,True,False,False,False,True,True,False,False,70.95714,162.4538,6557.961131,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
6556,97489,44.13709,-122.6459,961,3,59,27782.86,False,10.75626,15,1,1,False,True,False,True,False,False,True,True,False,True,True,True,70.52836,210.1518,6473.783327,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6557,12491,41.96747,-74.13694,1535,2,54,11273.45,False,17.83372,13,1,0,False,True,False,True,True,False,False,False,False,False,False,True,70.31796,144.9607,5877.690105,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
6558,76866,31.46085,-99.92784,727,0,67,82551.97,False,11.55469,13,1,0,False,False,True,True,False,True,False,True,False,True,False,True,53.77815,132.4798,5163.021507,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False
6559,50672,42.42518,-93.06319,581,0,77,95454.27,True,5.954961,11,1,0,True,True,False,True,True,False,False,False,False,True,True,True,63.29423,220.1149,6035.974102,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
6560,41605,37.55547,-82.62666,727,0,66,27885.38,False,6.087081,13,0,1,False,True,True,True,True,False,True,False,False,False,True,True,52.36353,182.4433,5055.080442,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
6561,39180,32.23088,-90.85589,32526,0,80,35175.65,False,14.03161,6,1,0,False,False,False,True,False,True,False,False,True,True,False,True,61.11318,132.466,5640.593251,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
6562,63135,38.75007,-90.29897,21869,3,45,50766.63,True,13.21732,15,0,0,True,False,True,True,True,False,True,False,False,True,True,False,66.72045,262.6106,6241.530828,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6563,11978,40.82936,-72.64733,3058,1,67,18056.75,False,5.848469,17,0,1,True,True,False,True,False,True,False,False,False,True,True,False,61.24602,210.127,5521.477482,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
6564,60090,42.1295,-87.92197,38476,1,73,64333.09,False,7.715579,14,3,0,False,False,False,True,False,True,False,False,False,True,False,False,53.83688,107.4806,4633.252261,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
6565,12061,42.5982,-73.65568,9325,2,63,6587.88,False,8.292211,15,2,0,False,False,True,True,True,True,False,True,False,True,True,False,56.86558,222.6792,5410.603621,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6566,19939,38.56479,-75.21064,7221,4,30,66543.75,True,8.800138,13,3,0,True,True,False,True,True,False,True,False,True,True,False,False,38.34208,204.9496,3692.038737,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
6567,98323,47.04062,-121.8881,805,3,33,21495.16,True,11.8343,9,3,0,False,False,False,True,False,False,True,True,False,True,True,False,43.76523,242.6281,4413.16902,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6568,2898,41.51526,-71.6757,1643,4,20,41144.01,False,7.320253,14,0,1,False,False,False,True,True,True,True,False,False,False,True,True,55.72148,204.961,5265.888272,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6569,30736,34.90444,-85.13622,43149,0,73,5225.27,False,12.87664,10,0,0,False,True,True,True,False,False,False,False,False,False,True,False,67.76235,114.9658,5632.15471,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
6570,62018,38.90713,-90.08356,3034,4,58,47620.86,False,7.80176,9,1,0,True,True,False,True,True,False,False,False,False,False,True,True,46.23103,179.9476,4194.479859,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
6571,7103,40.73869,-74.19554,32471,1,65,55588.22,False,8.966095,10,1,0,True,True,False,False,True,False,True,True,False,True,False,False,49.22513,204.9634,4457.488637,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
6572,68002,41.49689,-96.33705,2745,3,59,38188.95,False,11.38973,17,2,0,False,False,False,True,False,False,True,True,False,False,True,False,58.29773,149.9845,5256.320982,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
6573,23836,37.34423,-77.34477,13601,3,42,83714.62,False,9.032609,12,0,1,False,True,False,True,False,False,True,False,False,False,False,True,47.67299,102.4746,4114.377391,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
6574,33070,25.01004,-80.52391,5518,0,32,10056.65,False,10.27047,11,0,1,False,False,False,True,False,False,True,False,True,True,False,True,60.36626,139.9678,5295.005642,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
6575,65084,38.43575,-92.8534,6592,3,68,32605.98,True,8.850497,9,2,1,False,True,False,False,True,False,True,True,True,True,True,False,66.83431,287.6427,6264.921287,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
6576,4001,43.52727,-70.92098,2565,8,24,5881.96,False,8.421673,8,2,0,True,False,False,True,False,True,True,False,False,False,True,True,63.097,172.4555,5826.009497,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False
6577,67467,39.14259,-97.69275,2500,2,43,14890.08,False,1.33256,10,0,0,False,False,False,True,True,True,False,False,False,True,False,True,61.32236,172.4624,5494.745121,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
6578,83873,47.61267,-115.8875,1454,1,39,47509.48,False,10.68038,11,2,0,False,True,True,True,True,True,False,False,False,True,False,False,65.0017,172.4624,5778.552531,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
6579,67492,38.81126,-96.96392,250,6,60,15659.82,False,6.060003,11,0,1,False,True,False,False,False,False,True,False,True,True,False,True,62.03561,172.4441,5524.694912,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
6581,22305,38.83646,-77.06248,17783,1,86,14328.24,False,11.38973,12,0,1,False,True,False,True,False,True,False,False,False,True,False,True,63.21825,107.4806,5359.319798,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
6582,22578,37.65077,-76.36241,2315,0,51,85374.14,False,8.988367,13,0,1,False,True,False,True,False,False,False,True,False,False,False,False,64.31709,124.9781,5429.739241,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6583,3070,42.97734,-71.68637,5621,2,78,17085.1,False,13.74632,11,1,0,False,True,False,True,True,False,True,True,False,True,False,False,61.3942,184.9634,5856.252247,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False
6584,83464,44.50735,-113.2366,444,0,37,9355.0,False,11.2259,18,1,1,False,True,False,True,True,False,False,True,True,False,True,False,64.395,204.9797,5635.691786,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
6585,49886,45.7391,-87.52698,597,3,35,12182.47,False,11.29008,6,3,0,True,False,False,True,False,False,True,True,False,True,False,False,67.86102,152.4579,6485.945142,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False
6587,48917,42.72379,-84.63996,32264,4,55,41735.26,False,7.266216,14,1,0,False,False,False,True,False,False,True,True,False,False,False,True,50.61987,147.4738,4429.146624,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
6588,68789,42.54726,-97.97264,155,3,81,16415.89,False,10.37741,10,0,0,False,True,False,False,True,False,True,True,False,True,False,True,64.01062,172.4871,5678.090395,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6589,29474,32.89678,-80.51733,2136,0,44,12857.68,False,6.076788,10,1,1,False,True,False,True,False,False,False,True,True,False,False,True,61.41438,137.4872,5219.170675,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6591,33811,27.98021,-82.01809,21739,0,83,24984.03,False,6.749113,8,2,1,False,True,True,True,False,False,False,False,False,True,True,False,48.37971,207.6094,4308.793771,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
6592,15419,40.05554,-79.89447,4358,2,82,65362.29,False,12.65309,15,2,1,True,True,False,True,True,False,False,False,False,False,False,True,71.80759,144.9607,5990.230977,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
6593,15133,40.32718,-79.8633,6384,0,85,28833.31,False,11.71602,9,0,0,False,True,False,True,True,False,False,True,False,True,False,True,71.60143,182.4676,6100.606692,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
6595,21204,39.40258,-76.6326,21628,3,43,22872.44,False,9.411937,11,2,0,True,True,False,True,False,True,False,False,False,True,False,False,56.46532,119.9568,5469.097733,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
6596,96734,21.38885,-157.7533,50386,1,27,19419.61,False,13.73389,15,2,1,False,False,True,True,False,False,False,False,True,True,False,False,57.62771,129.9483,5437.296776,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
6597,62966,37.77508,-89.35108,15260,3,66,31430.73,False,9.693742,11,0,0,False,True,False,True,False,False,False,False,True,True,False,True,70.83916,129.9483,6453.516809,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
6598,88267,33.33191,-103.4218,1233,3,33,9637.35,False,8.367181,12,0,0,False,False,False,True,False,False,True,False,False,True,False,False,63.75133,139.9349,6117.671345,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
6599,2184,42.20384,-71.00224,37207,1,20,15266.39,False,14.30328,9,1,1,False,True,False,True,True,False,False,False,False,True,True,True,69.4907,240.1149,6394.925559,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
6601,94605,37.76038,-122.1483,43112,3,74,39487.91,False,7.663046,16,0,1,False,True,False,True,False,False,True,True,False,True,True,True,56.24277,242.6281,5301.12684,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
6602,8063,39.86758,-75.18512,3072,2,21,20498.13,False,9.453897,15,1,0,False,False,False,True,True,False,False,True,True,True,False,False,57.31296,194.9768,5166.505296,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
6603,55350,44.89535,-94.3939,17872,0,73,9237.06,False,7.729941,10,1,0,False,True,True,True,True,False,True,False,True,True,False,True,68.99972,184.9496,6353.433378,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
6604,67554,38.37451,-98.19308,4013,1,55,11910.62,False,6.449896,9,1,0,False,False,False,True,False,False,True,False,False,True,False,True,60.50578,139.9349,5718.03878,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
6605,59718,45.57815,-111.1264,35923,2,55,15629.36,False,11.61045,16,0,1,False,True,False,True,False,True,False,False,False,True,False,False,68.16171,139.9568,5943.852289,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
6606,75568,33.20102,-94.59619,2459,1,46,25006.29,False,9.68227,13,0,1,False,False,False,True,False,False,False,True,True,False,True,True,54.66546,172.4742,4767.800579,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
6607,80220,39.7338,-104.9166,35999,2,38,16955.9,False,12.10748,11,1,0,False,True,False,True,True,True,True,False,True,True,False,False,70.76841,207.4673,6336.386835,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
6608,90506,33.88491,-118.3303,0,0,37,14517.86,False,7.322529,11,1,1,False,False,False,True,True,False,False,True,False,False,False,True,54.22191,157.4836,4720.413829,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
6609,45614,38.92975,-82.27709,4825,2,54,64891.95,False,8.231993,11,1,0,False,False,False,True,False,True,False,False,False,True,True,True,44.97976,177.6508,4309.116061,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
6611,40437,37.44551,-84.86586,5394,3,59,21002.95,False,9.093479,7,2,1,True,False,True,True,True,False,False,False,False,False,True,True,70.91142,179.9476,6100.38844,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
6612,52550,41.31386,-92.35996,429,8,19,31193.63,False,11.55236,16,1,1,False,True,False,True,True,False,False,False,False,False,True,False,63.27825,159.9476,6169.677579,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
6614,47305,40.19376,-85.38603,3518,1,27,98862.21,False,9.136834,15,2,1,False,True,True,True,True,False,False,False,False,False,True,False,65.57158,179.9476,5788.48609,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
6615,48740,44.66021,-83.37952,2353,1,43,37634.23,False,10.11765,16,0,0,False,True,False,True,True,False,True,False,False,False,False,True,43.20929,167.4564,3755.734311,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
6616,71040,32.7826,-93.01974,9177,0,76,6060.42,False,13.35951,16,1,1,True,False,False,True,False,False,False,False,False,True,True,False,68.7415,175.1331,6000.14462,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6617,5832,44.5882,-71.91273,879,1,77,54980.0,False,6.364855,11,2,0,False,False,False,True,False,False,False,True,False,True,True,True,63.12959,220.1323,5652.969156,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
6618,34449,29.08384,-82.67986,2966,0,80,23283.91,False,10.15999,13,1,0,False,True,False,True,True,False,False,True,False,True,True,True,63.9916,232.6378,6215.478436,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
6619,58225,48.61036,-97.21567,924,0,55,14560.64,True,13.87342,15,0,1,True,True,False,False,True,False,True,False,True,True,True,True,52.41439,275.1198,4901.452536,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
