,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
763,216,525,14,47,864,525,865,18,154,0,0,0,0,0,0,0,0
764,896,226,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
765,1464,189,237,324,111,1465,418,0,0,0,0,0,0,0,0,0,0
766,18,81,47,108,1189,13,7,95,1190,107,150,71,117,1191,13,0,0
767,1177,1178,1179,276,171,0,0,0,0,0,0,0,0,0,0,0,0
768,1519,48,572,14,84,10,0,0,0,0,0,0,0,0,0,0,0
769,88,477,68,981,163,1,982,983,0,0,0,0,0,0,0,0,0
770,101,214,70,1091,1,0,0,0,0,0,0,0,0,0,0,0,0
771,453,568,17,4,70,405,1386,0,0,0,0,0,0,0,0,0,0
772,433,119,39,147,0,0,0,0,0,0,0,0,0,0,0,0,0
773,105,38,40,179,65,3,528,915,916,132,341,122,5,0,0,0,0
774,119,765,92,325,480,766,352,767,480,79,9,768,481,769,271,15,0
775,81,682,13,193,49,0,0,0,0,0,0,0,0,0,0,0,0
776,29,170,1,183,90,91,168,67,613,557,1440,0,0,0,0,0,0
777,69,431,9,552,934,395,1,0,0,0,0,0,0,0,0,0,0
778,108,13,534,642,28,0,0,0,0,0,0,0,0,0,0,0,0
779,76,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,110,9,1,176,128,653,1490,0,0,0,0,0,0,0,0,0,0
781,104,51,293,25,1074,31,0,0,0,0,0,0,0,0,0,0,0
782,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,9,285,12,31,14,923,0,0,0,0,0,0,0,0,0,0,0
784,12,62,30,1044,1045,172,0,0,0,0,0,0,0,0,0,0,0
785,442,701,44,702,703,0,0,0,0,0,0,0,0,0,0,0,0
786,2,6,199,622,86,1207,0,0,0,0,0,0,0,0,0,0,0
787,375,371,110,364,229,0,0,0,0,0,0,0,0,0,0,0,0
788,2,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,1160,1161,178,29,3,612,613,86,7,0,0,0,0,0,0,0,0
790,50,1353,32,123,1354,573,0,0,0,0,0,0,0,0,0,0,0
791,9,72,141,5,0,0,0,0,0,0,0,0,0,0,0,0,0
792,244,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,637,1284,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,25,18,6,70,1524,1525,13,76,247,0,0,0,0,0,0,0,0
795,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,554,39,37,87,0,0,0,0,0,0,0,0,0,0,0,0,0
799,275,124,6,115,241,144,210,163,0,0,0,0,0,0,0,0,0
